content,rate,date,customer_id,owner_id,reservation_id
ممتازة,3,9/12/2025,475,30,621
خدمة رائعة,2,9/13/2025,4022,64,622
جيدة,3,9/14/2025,4026,22,623
ممتازة,2,9/15/2025,1062,85,624
خدمة رائعة,4,9/16/2025,2377,31,625
جيدة,5,9/17/2025,3764,16,626
ممتازة,3,9/18/2025,4133,1,627
خدمة رائعة,3,9/19/2025,165,62,628
جيدة,3,9/20/2025,1980,1,629
ممتازة,5,9/21/2025,3840,17,630
خدمة رائعة,4,9/22/2025,556,40,631
جيدة,4,9/23/2025,4517,63,632
ممتازة,5,9/24/2025,654,88,633
خدمة رائعة,5,9/25/2025,1824,44,634
جيدة,1,9/26/2025,1607,20,635
ممتازة,2,9/27/2025,2188,25,636
خدمة رائعة,4,9/28/2025,3780,13,637
جيدة,4,9/29/2025,3496,72,638
ممتازة,2,9/30/2025,1174,53,639
خدمة رائعة,3,10/1/2025,978,54,640
جيدة,1,10/2/2025,2023,27,641
ممتازة,4,10/3/2025,2090,26,642
خدمة رائعة,1,10/4/2025,1147,89,643
جيدة,2,10/5/2025,732,72,644
ممتازة,2,10/6/2025,1303,70,645
خدمة رائعة,2,10/7/2025,4169,18,646
جيدة,4,10/8/2025,501,49,647
ممتازة,4,10/9/2025,1607,86,648
خدمة رائعة,2,10/10/2025,1054,46,649
جيدة,1,10/11/2025,698,21,650
ممتازة,4,10/12/2025,1542,44,651
خدمة رائعة,2,10/13/2025,2402,72,652
جيدة,1,10/14/2025,888,9,653
ممتازة,5,10/15/2025,1839,6,654
خدمة رائعة,1,10/16/2025,936,46,655
جيدة,1,10/17/2025,17,16,656
ممتازة,4,10/18/2025,3549,24,657
خدمة رائعة,3,10/19/2025,2458,60,658
جيدة,5,10/20/2025,3924,93,659
ممتازة,5,10/21/2025,4479,52,660
خدمة رائعة,5,10/22/2025,383,64,661
جيدة,5,10/23/2025,4691,8,662
ممتازة,5,10/24/2025,4219,40,663
خدمة رائعة,4,10/25/2025,534,21,664
جيدة,4,10/26/2025,3904,12,665
ممتازة,1,10/27/2025,2379,85,666
خدمة رائعة,5,10/28/2025,3330,38,667
جيدة,4,10/29/2025,3475,58,668
ممتازة,3,10/30/2025,309,57,669
خدمة رائعة,2,10/31/2025,2378,24,670
جيدة,2,11/1/2025,2236,83,671
ممتازة,5,11/2/2025,4069,80,672
خدمة رائعة,3,11/3/2025,3411,78,673
جيدة,3,11/4/2025,2497,67,674
ممتازة,5,11/5/2025,3795,62,675
خدمة رائعة,4,11/6/2025,3267,62,676
جيدة,4,11/7/2025,2273,46,677
ممتازة,2,11/8/2025,2802,18,678
خدمة رائعة,3,11/9/2025,134,84,679
جيدة,3,11/10/2025,1365,13,680
ممتازة,4,11/11/2025,1277,12,681
خدمة رائعة,2,11/12/2025,3068,29,682
جيدة,3,11/13/2025,3824,60,683
ممتازة,1,11/14/2025,124,48,684
خدمة رائعة,1,11/15/2025,3131,73,685
جيدة,1,11/16/2025,3179,34,686
ممتازة,2,11/17/2025,4819,87,687
خدمة رائعة,4,11/18/2025,2247,55,688
جيدة,1,11/19/2025,82,83,689
ممتازة,3,11/20/2025,4351,33,690
خدمة رائعة,5,11/21/2025,22,72,691
جيدة,1,11/22/2025,2743,94,692
ممتازة,5,11/23/2025,4270,54,693
خدمة رائعة,5,11/24/2025,3095,68,694
جيدة,4,11/25/2025,1422,55,695
ممتازة,5,11/26/2025,1643,32,696
خدمة رائعة,4,11/27/2025,848,42,697
جيدة,3,11/28/2025,2674,100,698
ممتازة,2,11/29/2025,417,20,699
خدمة رائعة,1,11/30/2025,1226,58,700
جيدة,3,12/1/2025,2789,97,701
ممتازة,3,12/2/2025,1684,28,702
خدمة رائعة,1,12/3/2025,4599,71,703
جيدة,1,12/4/2025,4074,12,704
ممتازة,5,12/5/2025,1086,39,705
خدمة رائعة,3,12/6/2025,3429,79,706
جيدة,2,12/7/2025,2731,89,707
ممتازة,2,12/8/2025,1493,70,708
خدمة رائعة,1,12/9/2025,337,21,709
جيدة,2,12/10/2025,1303,76,710
ممتازة,4,12/11/2025,1635,75,711
خدمة رائعة,2,12/12/2025,4909,27,712
جيدة,2,12/13/2025,3693,84,713
ممتازة,2,12/14/2025,2147,75,714
خدمة رائعة,1,12/15/2025,3646,87,715
جيدة,4,12/16/2025,3496,25,716
ممتازة,4,12/17/2025,2102,50,717
خدمة رائعة,1,12/18/2025,1079,69,718
جيدة,2,12/19/2025,4560,68,719
ممتازة,3,12/20/2025,3879,33,720
خدمة رائعة,1,12/21/2025,4971,22,721
جيدة,1,12/22/2025,4137,25,722
ممتازة,3,12/23/2025,4876,74,723
خدمة رائعة,2,12/24/2025,4601,9,724
جيدة,4,12/25/2025,2148,14,725
ممتازة,2,12/26/2025,3216,62,726
خدمة رائعة,2,12/27/2025,1851,34,727
جيدة,2,12/28/2025,3755,19,728
ممتازة,4,12/29/2025,4140,59,729
خدمة رائعة,2,12/30/2025,975,30,730
جيدة,2,12/31/2025,3462,26,731
ممتازة,5,1/1/2026,4494,69,732
خدمة رائعة,2,1/2/2026,199,41,733
جيدة,5,1/3/2026,1010,14,734
ممتازة,5,1/4/2026,2021,11,735
خدمة رائعة,4,1/5/2026,844,57,736
جيدة,4,1/6/2026,1133,56,737
ممتازة,5,1/7/2026,3337,50,738
خدمة رائعة,5,1/8/2026,3471,43,739
جيدة,1,1/9/2026,4268,4,740
ممتازة,3,1/10/2026,1910,81,741
خدمة رائعة,5,1/11/2026,3468,11,742
جيدة,4,1/12/2026,2574,39,743
ممتازة,5,1/13/2026,4601,31,744
خدمة رائعة,3,1/14/2026,1146,51,745
جيدة,1,1/15/2026,4195,12,746
ممتازة,3,1/16/2026,1886,65,747
خدمة رائعة,3,1/17/2026,4998,92,748
جيدة,1,1/18/2026,2570,100,749
ممتازة,5,1/19/2026,2258,15,750
خدمة رائعة,4,1/20/2026,2123,52,751
جيدة,1,1/21/2026,616,11,752
ممتازة,1,1/22/2026,3412,23,753
خدمة رائعة,5,1/23/2026,1411,45,754
جيدة,2,1/24/2026,2459,5,755
ممتازة,5,1/25/2026,1127,43,756
خدمة رائعة,2,1/26/2026,1851,22,757
جيدة,4,1/27/2026,5,17,758
ممتازة,5,1/28/2026,2506,94,759
خدمة رائعة,3,1/29/2026,3835,95,760
جيدة,5,1/30/2026,1087,79,761
ممتازة,5,1/31/2026,4631,75,762
خدمة رائعة,4,2/1/2026,576,53,763
جيدة,5,2/2/2026,1744,17,764
ممتازة,3,2/3/2026,3497,2,765
خدمة رائعة,3,2/4/2026,3416,71,766
جيدة,2,2/5/2026,4813,90,767
ممتازة,3,2/6/2026,2858,96,768
خدمة رائعة,3,2/7/2026,1106,36,769
جيدة,3,2/8/2026,3223,97,770
ممتازة,5,2/9/2026,3916,64,771
خدمة رائعة,5,2/10/2026,998,55,772
جيدة,1,2/11/2026,2109,63,773
ممتازة,1,2/12/2026,3919,41,774
خدمة رائعة,3,2/13/2026,3192,2,775
جيدة,4,2/14/2026,1413,96,776
ممتازة,5,2/15/2026,1836,68,777
خدمة رائعة,2,2/16/2026,832,84,778
جيدة,5,2/17/2026,880,54,779
ممتازة,5,2/18/2026,1379,81,780
خدمة رائعة,1,2/19/2026,2943,85,781
جيدة,3,2/20/2026,4724,17,782
ممتازة,2,2/21/2026,3659,59,783
خدمة رائعة,5,2/22/2026,519,70,784
جيدة,1,2/23/2026,2481,59,785
ممتازة,5,2/24/2026,3735,72,786
خدمة رائعة,2,2/25/2026,1752,8,787
جيدة,3,2/26/2026,575,63,788
ممتازة,1,2/27/2026,3113,92,789
خدمة رائعة,2,2/28/2026,233,76,790
جيدة,5,3/1/2026,3774,92,791
ممتازة,5,3/2/2026,508,31,792
خدمة رائعة,5,3/3/2026,1693,41,793
جيدة,5,3/4/2026,1946,4,794
ممتازة,1,3/5/2026,3550,3,795
خدمة رائعة,3,3/6/2026,1861,27,796
جيدة,1,3/7/2026,4297,15,797
ممتازة,4,3/8/2026,3624,61,798
خدمة رائعة,4,3/9/2026,1217,74,799
جيدة,2,3/10/2026,3900,34,800
ممتازة,2,3/11/2026,1924,46,801
خدمة رائعة,3,3/12/2026,4850,55,802
جيدة,3,3/13/2026,898,2,803
ممتازة,1,3/14/2026,3010,94,804
خدمة رائعة,2,3/15/2026,12,86,805
جيدة,3,3/16/2026,3727,79,806
ممتازة,3,3/17/2026,3513,7,807
خدمة رائعة,2,3/18/2026,1429,25,808
جيدة,2,3/19/2026,1946,93,809
ممتازة,3,3/20/2026,2057,4,810
خدمة رائعة,4,3/21/2026,1900,76,811
جيدة,4,3/22/2026,1017,47,812
ممتازة,3,3/23/2026,4108,70,813
خدمة رائعة,4,3/24/2026,4832,3,814
جيدة,2,3/25/2026,4598,6,815
ممتازة,4,3/26/2026,4988,73,816
خدمة رائعة,1,3/27/2026,474,10,817
جيدة,3,3/28/2026,2068,79,818
ممتازة,5,3/29/2026,4930,72,819
خدمة رائعة,3,3/30/2026,2629,98,820
جيدة,1,3/31/2026,1415,48,821
ممتازة,2,4/1/2026,3385,62,822
خدمة رائعة,5,4/2/2026,4223,4,823
جيدة,2,4/3/2026,4102,32,824
ممتازة,2,4/4/2026,2506,66,825
خدمة رائعة,1,4/5/2026,4130,46,826
جيدة,1,4/6/2026,1360,51,827
ممتازة,2,4/7/2026,3137,13,828
خدمة رائعة,4,4/8/2026,3560,70,829
جيدة,3,4/9/2026,2159,9,830
ممتازة,5,4/10/2026,4831,57,831
خدمة رائعة,2,4/11/2026,1429,38,832
جيدة,4,4/12/2026,3120,25,833
ممتازة,2,4/13/2026,4919,31,834
خدمة رائعة,4,4/14/2026,2649,69,835
جيدة,1,4/15/2026,2788,3,836
ممتازة,1,4/16/2026,2009,75,837
خدمة رائعة,1,4/17/2026,2036,2,838
جيدة,4,4/18/2026,2797,81,839
ممتازة,3,4/19/2026,2311,82,840
خدمة رائعة,3,4/20/2026,1049,7,841
جيدة,2,4/21/2026,4979,89,842
ممتازة,3,4/22/2026,103,94,843
خدمة رائعة,2,4/23/2026,3708,17,844
جيدة,5,4/24/2026,1483,9,845
ممتازة,5,4/25/2026,1246,14,846
خدمة رائعة,3,4/26/2026,1499,60,847
جيدة,2,4/27/2026,4059,97,848
ممتازة,3,4/28/2026,3610,68,849
خدمة رائعة,1,4/29/2026,352,9,850
جيدة,4,4/30/2026,219,57,851
ممتازة,4,5/1/2026,97,54,852
خدمة رائعة,5,5/2/2026,1569,72,853
جيدة,1,5/3/2026,4908,88,854
ممتازة,5,5/4/2026,1702,22,855
خدمة رائعة,5,5/5/2026,3688,43,856
جيدة,3,5/6/2026,1564,12,857
ممتازة,4,5/7/2026,1837,80,858
خدمة رائعة,5,5/8/2026,3172,12,859
جيدة,1,5/9/2026,577,5,860
ممتازة,3,5/10/2026,4640,35,861
خدمة رائعة,5,5/11/2026,627,32,862
جيدة,5,5/12/2026,4139,25,863
ممتازة,1,5/13/2026,4264,38,864
خدمة رائعة,4,5/14/2026,4384,67,865
جيدة,5,5/15/2026,2109,33,866
ممتازة,2,5/16/2026,2532,6,867
خدمة رائعة,3,5/17/2026,3996,50,868
جيدة,4,5/18/2026,1027,5,869
ممتازة,3,5/19/2026,4583,60,870
خدمة رائعة,3,5/20/2026,1043,49,871
جيدة,2,5/21/2026,4041,25,872
ممتازة,4,5/22/2026,2401,81,873
خدمة رائعة,3,5/23/2026,2062,12,874
جيدة,2,5/24/2026,1231,20,875
ممتازة,2,5/25/2026,360,42,876
خدمة رائعة,4,5/26/2026,201,8,877
جيدة,3,5/27/2026,1224,74,878
ممتازة,4,5/28/2026,3797,6,879
خدمة رائعة,3,5/29/2026,1568,64,880
جيدة,5,5/30/2026,1052,45,881
ممتازة,1,5/31/2026,2663,2,882
خدمة رائعة,5,6/1/2026,677,46,883
جيدة,1,6/2/2026,2807,16,884
ممتازة,5,6/3/2026,3604,59,885
خدمة رائعة,2,6/4/2026,3166,88,886
جيدة,2,6/5/2026,3057,43,887
ممتازة,2,6/6/2026,4312,65,888
خدمة رائعة,4,6/7/2026,3387,3,889
جيدة,3,6/8/2026,4565,100,890
ممتازة,1,6/9/2026,1725,14,891
خدمة رائعة,2,6/10/2026,3978,41,892
جيدة,1,6/11/2026,1513,63,893
ممتازة,3,6/12/2026,2116,98,894
خدمة رائعة,3,6/13/2026,1517,58,895
جيدة,2,6/14/2026,1560,69,896
ممتازة,5,6/15/2026,2412,55,897
خدمة رائعة,2,6/16/2026,4576,98,898
جيدة,2,6/17/2026,443,31,899
ممتازة,1,6/18/2026,2868,8,900
خدمة رائعة,3,6/19/2026,88,35,901
جيدة,3,6/20/2026,2361,38,902
ممتازة,1,6/21/2026,4570,98,903
خدمة رائعة,3,6/22/2026,640,92,904
جيدة,2,6/23/2026,2290,14,905
ممتازة,4,6/24/2026,1851,30,906
خدمة رائعة,3,6/25/2026,3661,90,907
جيدة,4,6/26/2026,745,92,908
ممتازة,4,6/27/2026,1409,25,909
خدمة رائعة,5,6/28/2026,4577,77,910
جيدة,5,6/29/2026,21,68,911
ممتازة,1,6/30/2026,37,54,912
خدمة رائعة,1,7/1/2026,1441,84,913
جيدة,2,7/2/2026,1536,86,914
ممتازة,5,7/3/2026,2630,2,915
خدمة رائعة,4,7/4/2026,244,41,916
جيدة,3,7/5/2026,546,1,917
ممتازة,5,7/6/2026,1494,66,918
خدمة رائعة,3,7/7/2026,240,87,919
جيدة,2,7/8/2026,4444,55,920
ممتازة,2,7/9/2026,1087,14,921
خدمة رائعة,1,7/10/2026,2247,27,922
جيدة,3,7/11/2026,2244,51,923
ممتازة,1,7/12/2026,461,56,924
خدمة رائعة,5,7/13/2026,2701,58,925
جيدة,2,7/14/2026,1992,69,926
ممتازة,2,7/15/2026,422,98,927
خدمة رائعة,1,7/16/2026,3627,44,928
جيدة,4,7/17/2026,508,49,929
ممتازة,2,7/18/2026,1975,12,930
خدمة رائعة,5,7/19/2026,2429,53,931
جيدة,1,7/20/2026,3084,19,932
ممتازة,3,7/21/2026,4592,70,933
خدمة رائعة,2,7/22/2026,571,50,934
جيدة,4,7/23/2026,808,52,935
ممتازة,5,7/24/2026,4342,62,936
خدمة رائعة,4,7/25/2026,1288,86,937
جيدة,2,7/26/2026,967,81,938
ممتازة,3,7/27/2026,4284,38,939
خدمة رائعة,5,7/28/2026,3098,66,940
جيدة,5,7/29/2026,2690,68,941
ممتازة,3,7/30/2026,1540,51,942
خدمة رائعة,3,7/31/2026,537,33,943
جيدة,3,8/1/2026,2299,10,944
ممتازة,5,8/2/2026,4293,28,945
خدمة رائعة,3,8/3/2026,3212,55,946
جيدة,5,8/4/2026,3729,7,947
ممتازة,1,8/5/2026,3463,76,948
خدمة رائعة,2,8/6/2026,2709,39,949
جيدة,5,8/7/2026,2703,38,950
ممتازة,5,8/8/2026,2514,84,951
خدمة رائعة,5,8/9/2026,2589,60,952
جيدة,2,8/10/2026,3334,83,953
ممتازة,5,8/11/2026,2537,60,954
خدمة رائعة,3,8/12/2026,1737,46,955
جيدة,4,8/13/2026,3945,87,956
ممتازة,3,8/14/2026,1289,59,957
خدمة رائعة,4,8/15/2026,4825,57,958
جيدة,4,8/16/2026,4953,4,959
ممتازة,2,8/17/2026,3125,6,960
خدمة رائعة,4,8/18/2026,782,21,961
جيدة,3,8/19/2026,2392,29,962
ممتازة,2,8/20/2026,2546,59,963
خدمة رائعة,5,8/21/2026,3040,3,964
جيدة,3,8/22/2026,1264,19,965
ممتازة,4,8/23/2026,4815,2,966
خدمة رائعة,5,8/24/2026,2503,23,967
جيدة,3,8/25/2026,2774,2,968
ممتازة,2,8/26/2026,2696,31,969
خدمة رائعة,4,8/27/2026,4266,92,970
جيدة,5,8/28/2026,4004,96,971
ممتازة,2,8/29/2026,3070,58,972
خدمة رائعة,3,8/30/2026,3753,52,973
جيدة,4,8/31/2026,2460,63,974
ممتازة,3,9/1/2026,2688,10,975
خدمة رائعة,1,9/2/2026,104,47,976
جيدة,2,9/3/2026,3072,65,977
ممتازة,5,9/4/2026,4229,100,978
خدمة رائعة,1,9/5/2026,3317,97,979
جيدة,3,9/6/2026,3067,52,980
ممتازة,5,9/7/2026,352,64,981
خدمة رائعة,1,9/8/2026,3404,66,982
جيدة,5,9/9/2026,4448,3,983
ممتازة,4,9/10/2026,4015,60,984
خدمة رائعة,1,9/11/2026,2450,36,985
جيدة,2,9/12/2026,2509,71,986
ممتازة,5,9/13/2026,3842,87,987
خدمة رائعة,5,9/14/2026,4793,100,988
جيدة,1,9/15/2026,1164,48,989
ممتازة,2,9/16/2026,2656,24,990
خدمة رائعة,3,9/17/2026,150,82,991
جيدة,5,9/18/2026,2949,69,992
ممتازة,2,9/19/2026,1336,63,993
خدمة رائعة,2,9/20/2026,4116,76,994
جيدة,3,9/21/2026,4536,20,995
ممتازة,1,9/22/2026,347,57,996
خدمة رائعة,5,9/23/2026,2785,41,997
جيدة,2,9/24/2026,1517,99,998
ممتازة,5,9/25/2026,4877,73,999
خدمة رائعة,3,9/26/2026,721,3,1000
جيدة,1,9/27/2026,222,80,1001
ممتازة,4,9/28/2026,4094,84,1002
خدمة رائعة,4,9/29/2026,2212,75,1003
جيدة,4,9/30/2026,2958,96,1004
ممتازة,3,10/1/2026,4908,6,1005
خدمة رائعة,2,10/2/2026,4704,86,1006
جيدة,5,10/3/2026,1024,4,1007
ممتازة,4,10/4/2026,334,84,1008
خدمة رائعة,3,10/5/2026,1328,83,1009
جيدة,1,10/6/2026,4867,23,1010
ممتازة,1,10/7/2026,3903,96,1011
خدمة رائعة,1,10/8/2026,2397,72,1012
جيدة,2,10/9/2026,966,13,1013
ممتازة,1,10/10/2026,454,6,1014
خدمة رائعة,1,10/11/2026,4624,13,1015
جيدة,2,10/12/2026,2940,58,1016
ممتازة,3,10/13/2026,59,9,1017
خدمة رائعة,4,10/14/2026,4410,74,1018
جيدة,3,10/15/2026,4279,38,1019
ممتازة,5,10/16/2026,3340,43,1020
خدمة رائعة,4,10/17/2026,2177,78,1021
جيدة,1,10/18/2026,2671,91,1022
ممتازة,3,10/19/2026,758,40,1023
خدمة رائعة,1,10/20/2026,3414,61,1024
جيدة,2,10/21/2026,1163,89,1025
ممتازة,5,10/22/2026,4730,34,1026
خدمة رائعة,1,10/23/2026,3810,40,1027
جيدة,1,10/24/2026,29,57,1028
ممتازة,3,10/25/2026,2823,87,1029
خدمة رائعة,2,10/26/2026,2363,2,1030
جيدة,3,10/27/2026,1348,84,1031
ممتازة,3,10/28/2026,3054,15,1032
خدمة رائعة,3,10/29/2026,2892,22,1033
جيدة,1,10/30/2026,2367,29,1034
ممتازة,5,10/31/2026,417,92,1035
خدمة رائعة,3,11/1/2026,1890,81,1036
جيدة,5,11/2/2026,1063,32,1037
ممتازة,4,11/3/2026,4717,67,1038
خدمة رائعة,4,11/4/2026,795,21,1039
جيدة,3,11/5/2026,3785,47,1040
ممتازة,2,11/6/2026,559,14,1041
خدمة رائعة,3,11/7/2026,2411,50,1042
جيدة,5,11/8/2026,114,65,1043
ممتازة,5,11/9/2026,961,58,1044
خدمة رائعة,4,11/10/2026,699,9,1045
جيدة,4,11/11/2026,2392,84,1046
ممتازة,4,11/12/2026,3969,16,1047
خدمة رائعة,1,11/13/2026,2917,24,1048
جيدة,3,11/14/2026,3924,79,1049
ممتازة,1,11/15/2026,2366,12,1050
خدمة رائعة,5,11/16/2026,385,74,1051
جيدة,3,11/17/2026,552,93,1052
ممتازة,1,11/18/2026,2765,51,1053
خدمة رائعة,2,11/19/2026,3618,65,1054
جيدة,3,11/20/2026,4482,13,1055
ممتازة,1,11/21/2026,3044,84,1056
خدمة رائعة,5,11/22/2026,919,16,1057
جيدة,2,11/23/2026,1872,12,1058
ممتازة,4,11/24/2026,3512,9,1059
خدمة رائعة,4,11/25/2026,766,93,1060
جيدة,2,11/26/2026,3397,30,1061
ممتازة,2,11/27/2026,997,32,1062
خدمة رائعة,1,11/28/2026,4703,83,1063
جيدة,1,11/29/2026,996,2,1064
ممتازة,4,11/30/2026,1707,66,1065
خدمة رائعة,5,12/1/2026,3335,48,1066
جيدة,3,12/2/2026,1698,61,1067
ممتازة,5,12/3/2026,888,1,1068
خدمة رائعة,3,12/4/2026,4063,86,1069
جيدة,4,12/5/2026,4006,61,1070
ممتازة,1,12/6/2026,3369,5,1071
خدمة رائعة,3,12/7/2026,1719,17,1072
جيدة,1,12/8/2026,3690,70,1073
ممتازة,5,12/9/2026,1166,87,1074
خدمة رائعة,5,12/10/2026,4374,37,1075
جيدة,4,12/11/2026,4340,67,1076
ممتازة,1,12/12/2026,840,92,1077
خدمة رائعة,5,12/13/2026,246,34,1078
جيدة,2,12/14/2026,2737,75,1079
ممتازة,2,12/15/2026,1078,25,1080
خدمة رائعة,5,12/16/2026,4800,12,1081
جيدة,3,12/17/2026,2177,89,1082
ممتازة,3,12/18/2026,1754,95,1083
خدمة رائعة,4,12/19/2026,802,9,1084
جيدة,2,12/20/2026,2342,90,1085
ممتازة,2,12/21/2026,2490,7,1086
خدمة رائعة,3,12/22/2026,4718,43,1087
جيدة,1,12/23/2026,3306,14,1088
ممتازة,1,12/24/2026,3659,61,1089
خدمة رائعة,1,12/25/2026,1324,66,1090
جيدة,1,12/26/2026,4272,11,1091
ممتازة,1,12/27/2026,4982,61,1092
خدمة رائعة,3,12/28/2026,3495,72,1093
جيدة,5,12/29/2026,4498,68,1094
ممتازة,3,12/30/2026,203,4,1095
خدمة رائعة,2,12/31/2026,4185,61,1096
جيدة,5,1/1/2027,299,100,1097
ممتازة,5,1/2/2027,3344,53,1098
خدمة رائعة,2,1/3/2027,829,54,1099
جيدة,5,1/4/2027,712,5,1100
ممتازة,5,1/5/2027,440,32,1101
خدمة رائعة,5,1/6/2027,3795,62,1102
جيدة,2,1/7/2027,4597,87,1103
ممتازة,2,1/8/2027,2783,73,1104
خدمة رائعة,5,1/9/2027,3899,30,1105
جيدة,1,1/10/2027,2711,83,1106
ممتازة,1,1/11/2027,3447,23,1107
خدمة رائعة,2,1/12/2027,4270,61,1108
جيدة,2,1/13/2027,3774,12,1109
ممتازة,4,1/14/2027,2050,57,1110
خدمة رائعة,1,1/15/2027,1781,70,1111
جيدة,5,1/16/2027,4401,52,1112
ممتازة,3,1/17/2027,2294,10,1113
خدمة رائعة,1,1/18/2027,4824,6,1114
جيدة,4,1/19/2027,910,100,1115
ممتازة,5,1/20/2027,2049,52,1116
خدمة رائعة,5,1/21/2027,4940,36,1117
جيدة,4,1/22/2027,2556,63,1118
ممتازة,1,1/23/2027,3190,67,1119
خدمة رائعة,3,1/24/2027,4193,23,1120
جيدة,4,1/25/2027,3314,25,1121
ممتازة,2,1/26/2027,2665,22,1122
خدمة رائعة,4,1/27/2027,2004,90,1123
جيدة,1,1/28/2027,502,8,1124
ممتازة,4,1/29/2027,1040,49,1125
خدمة رائعة,2,1/30/2027,1033,76,1126
جيدة,3,1/31/2027,520,78,1127
ممتازة,2,2/1/2027,4401,5,1128
خدمة رائعة,5,2/2/2027,2991,6,1129
جيدة,3,2/3/2027,4296,71,1130
ممتازة,3,2/4/2027,4273,45,1131
خدمة رائعة,3,2/5/2027,2093,27,1132
جيدة,5,2/6/2027,1394,45,1133
ممتازة,5,2/7/2027,4754,100,1134
خدمة رائعة,3,2/8/2027,4799,59,1135
جيدة,1,2/9/2027,888,70,1136
ممتازة,1,2/10/2027,683,97,1137
خدمة رائعة,1,2/11/2027,1742,59,1138
جيدة,4,2/12/2027,2348,86,1139
ممتازة,1,2/13/2027,2509,38,1140
خدمة رائعة,1,2/14/2027,3264,96,1141
جيدة,2,2/15/2027,4794,4,1142
ممتازة,5,2/16/2027,4622,10,1143
خدمة رائعة,5,2/17/2027,2497,75,1144
جيدة,1,2/18/2027,1796,89,1145
ممتازة,2,2/19/2027,3828,51,1146
خدمة رائعة,1,2/20/2027,2710,84,1147
جيدة,5,2/21/2027,863,65,1148
ممتازة,2,2/22/2027,2966,63,1149
خدمة رائعة,3,2/23/2027,171,82,1150
جيدة,5,2/24/2027,4424,74,1151
ممتازة,4,2/25/2027,3947,29,1152
خدمة رائعة,2,2/26/2027,2359,81,1153
جيدة,4,2/27/2027,4389,55,1154
ممتازة,4,2/28/2027,1180,14,1155
خدمة رائعة,4,3/1/2027,1426,49,1156
جيدة,3,3/2/2027,1550,36,1157
ممتازة,5,3/3/2027,275,58,1158
خدمة رائعة,3,3/4/2027,450,79,1159
جيدة,5,3/5/2027,3712,82,1160
ممتازة,2,3/6/2027,3926,56,1161
خدمة رائعة,3,3/7/2027,3075,75,1162
جيدة,4,3/8/2027,4956,71,1163
